Library,Commit,bug report,Date,PR/Issue,Violation,Root Cause,Impact,Action,condition,Fixing pattern,Fixing element,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6b9189483513b0c663e23485834be64f51b076e4, Add device compatibility check for fusion. _FusedMatMul is not supported by GPU currently.,2022-04-19 18:46:27,,missing,device version,version incompatibility,add,if checker,device is available,device status,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e009644f034fa0ca4df910a812432cab3458d440,Add one error check in cuda_dnn for int8 to float convolution. ,2019-08-16 0:20:41,0,missing,device version,version incompatibility,add,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e1dbfeba8acb1df8f42dfa6f76262f5cb23e1fa1,[stream_executor] NFC: Guard new features with CUDA_VERSION check ,2023-11-28 23:24:49,,missing,device version,version incompatibility,add,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e05f78a9b688a8ae37b1a03bfc4459e18e3b88e4,"After synchronizing CUDA device, check for errors. ",2017-06-14 1:19:53,,missing,device version,version incompatibility,add,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/70ade1b64f65d0a2275672d27129627ff116a997, Fix defect: shuffle_batch gives ZeroDivisionError when computing capacity stat. * Fix defect: shuffle_batch gives ZeroDivisionError when computing capacity stat. * Cover < case in error checking,2017-06-13 19:58:21,,missing,others,others,add,if checker,others,divisor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1220ba3ab332d6233a84d660cafb3d4e29958224,Fix two potential asynchrony bounds-check bugs in transpose op. ,2016-03-18 11:47:58,,improper,out of bound access,crash,update,checker api,tensor indexing is within range,tensor index,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a21ec782601aca6c7e0461093d72596f26229e44, Use getattr instead of isinstance in tensor_conversion_registry. Using `isinstance` to check if an object is an instance of a Python `typing.Protocol` instead of using `getattr`/`hasattr` has negative performance implications. This change reverts `tensor_conversion_registry.convert()` to use `getattr` for this reason.,2023-03-02 11:50:47,,improper,attribute existence,performance bug,replace,checker api,attribute exists,N.A,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/15c186bffe51901e4a48b4b6bf1316832533743f,Correctly handle the case if static maximum dimension size = 0. ,2020-12-04 21:17:13,,improper,edge cases,crash,update,if checker,tensor dimension is valid,none shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e1ad3b74ad44b883c7b3fdc3a19adcea1d28bfbc, [XLA:GPU] Handle edge case in Triton Softmax rewriter where bitcast is an effective scalar. This short-circuit avoids crashing within last_dimension when attempting to match and either the operand or the result of the bitcast has a shape with rank 0.,2023-07-17 7:14:46,,improper,edge cases,crash,update,if checker,tensor dimension is valid,scalar tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/3c80be9f2cfece929f5858e7df0e7f4503c9baec, [tf.data service] Support num_consumers being a Tensor. The `if num_consumers >= 0:` check causes an error when num_consumers is a Tensor in graph mode: OperatorNotAllowedInGraphError: using a `tf.Tensor` as a Python `bool` is not allowed in Graph execution. Comparing to `None` accomplishes the same thing without this issue. Once the forward compatibility window expires we can remove the check completely.,2021-01-14 19:01:39,,improper,edge cases,others,update,if checker,tensor is not empty,none tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/2f3b69e4976d3b14eaa6ae070eb68f37d1556d98,Changed empty check ,2018-10-23 16:30:07,,improper,edge cases,crash,update,if checker,object is not empty,checkpoint object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5ed3c7881f1f039b1bb502eb68c65250de3bbac8,"Fix ThreadPoolHandle 0 nthreads argument. It was reported that a value of 0 leads to a check failure.  Using 0 to indicate `port::MaxParallelism`, for consistency with `Dataset`.",2023-02-08 11:56:20,,missing,edge cases,crash,add,if checker,integer argument is valid,zero integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6381a7b127bd276a3817a93e5423b15a06c33419, [tf.data] Add a check for ram_budget == 0 to avoid division by 0 exception when ram_budget is not set.,2021-11-15 17:00:13,,missing,edge cases,numerical error,add,if checker,integer argument is valid,zero integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7db8e4fbc0be952daea74a2c3f501183d6006e61, ENH: check x and y is empty dict,2017-09-23 2:51:33,,improper,edge cases,crash,update,if checker,object is not empty,dictionary,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a0fe44410e875e8e7775c6c256496bafb1a41b25, Remove the check of NodeItem exists in unfinished_nodes_ in node callback. This fixes the failure of RemoteAsyncTest.test_out_of_range_with_while_loop in DEBUG mode.,2020-03-02 12:07:54,,improper,edge cases,crash,replace,macro checker,integer argument is valid,zero integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bd1f1ac1fec05d38f1b8fc98f650c1c55ac06790,Fix operator check ,2020-10-06 9:04:33,,improper,edge cases,incorrect functionality,update,if checker,object is not empty,multiplication operator,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5e0c9fff657498f9a74da38b2ce1b4721698a388, Add bounds checks to jpeg parsing code. ,2016-12-01 12:46:02,0,missing,edge cases,crash,add,if checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cfb13fa789bcf1cdbbf0fd38cf7568b7098ab99b, Added an additional check on the length of the values and boundaries lists.,2017-10-17 17:01:03,0,missing,out of bound access,crash,add,if checker,tensor shape match tensor indices,N.A,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/28dacabab5aac2963e37e622f4b157cf00d82662, [tf] Explicitly check that runner index is in bounds and runner is available,2021-11-17 10:06:17,,insufficient,misleading error message,user confusion,extend,macro checker,improve error message,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/eb921122119a6b6e470ee98b89e65d721663179d,Prevent heap OOB read in TFLite's gather.cc. Passing negative indices is illegal but there was a missing check so that resulted in OOB accesses.,2021-07-27 20:20:51,,improper,out of bound access,crash,update,macro checker,tensor indice is valid,negative index,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bb6a0383ed553c286f87ca88c207f6774d5c4a8f, Prevent heap OOB read in TFLite's gather_nd.cc. Passing negative indices is illegal but there was a missing check so that resulted in OOB accesses.,2021-07-27 18:25:33,,missing,out of bound access,crash,add,macro checker,tensor indice is valid,negative index,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7535f6beb7ba95bf54e1513b0c2c51b844a7a49f, Bounds-check node ID before getting it's name. When the edge is either a frame enter or exit edge then DescribeCycle() would segfault.,2018-04-06 12:56:07,,missing,edge cases,segmentation fault,add,if checker,others,computation graph,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/22783fdf812b700f7de9980038ab41ee0a4a2284,Add checks recently removed ,2021-04-30 18:28:52,,missing,out of bound access,crash,add,macro checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/459b4bfe1f73737fae23aa1499b06a69605d0f65,Added a check in EagerExecutor to avoid getting invalid range. ,2020-10-26 20:56:11,,missing,edge cases,crash,add,if checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cddca76312f5ae4fb92a101e79eeff6d5ac16932,Add check for reading input tensors at an index that is out of range. ,2020-08-03 14:41:16,,missing,edge cases,crash,add,macro checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/823b694639a3f49b6adbf9e73a08c529d583878e,Add bounds checking when looking at the stack in TF Registry. ,2019-01-29 4:48:40,,missing,out of bound access,crash,add,if checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b1c9e600e02b93885dbebfa5dae92436c63d6c03,[XLA] Add range check for xla::Array<> indexing. ,2021-02-11 11:43:58,,missing,out of bound access,crash,add,if checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1908d7ef706f0f3f8c7a300068355bf795fb3d17,"Fix out-of-bounds StringPiece access in ForwardNUTF8CharPositions().  Even a simple invocation like 'int p = 0; ForwardNUTF8CharPositions(""a"", 1, &p);' will cause an invalid access to in[1]. Checking for *pos < size before that access fixes this issue.",2022-11-14 4:23:12,,improper,out of bound access,crash,update,macro checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d414a925a73553e4dd0d559d2d275668a298dab4, Check against the size of a std::vector to prevent out-of-boundary access.,2020-11-18 5:49:04,,missing,out of bound access,crash,add,macro checker,axis parameter matches tensor dimension,N.A,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/aa54f547f04c3007b26df2379c6cf5f081948d0b, Updated the check_numerics function to also validate the gradient corresponding to the tensor it's validating,2016-08-18 12:16:11,,missing,edge cases,incorrect functionality,add,checker api,return value is valid,NaN value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/236660d0fccff6f59f29a1936dc731d783722e28," [XLA:GPU] Fix host conv checker canonicalization for f16 and nans. The GPU-side checker is correct, but the host-side checker was canonicalizing nan to F16_MAX.  The effect of this is that you'd get a ""conv mismatch!"" error but no description of exactly what mismatched.",2019-03-29 18:32:56,,missing,edge cases,incorrect functionality,add,checker api,return value is valid,NaN value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8c6f391a2282684a25cbfec7687bd5d35261a209, [lite] Add check for bias_size is zero to avoid division by zero. This shouldn't happen for properly converted models. Just safety check,2021-12-14 16:45:48,,missing,edge cases,numerical error,add,if checker,integer argument is valid,zero integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/582bf0d3ac33fc10156f737c0d42f3adee54409a," Update the tflite model ""buffers"" field checking rule. If we don't use ""--force-empty-vectors"" flag[1] for flatc, the buffers might be a null ptr if we serialize a model with zero buffers size(e.g. all ops in model doesn't use const weights in model). This commit relaxs the ""buffers"" null ptr checking for this situation, and also updates the ""subgraphs"" checking for null ptr dereference.",2021-03-12 2:39:10,,insufficient,edge cases,crash,extend,if checker,tensor is not empty,tensor buffer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7008e41f183ae9de3f4656067932b36afa822ef2, Fix the check for empty reduction indices. In the general case indices can be any rank.,2019-04-22 22:11:37,,missing,edge cases,crash,add,if checker,tensor dimension is valid,zero dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/551a90f2e3d20420d68a2796d19f1c42b6636e0d," Add checks in ReduceWindowOpOnTensorsConversion. The pattern does not support ops with non-zero padding config. Add a check to prevent unexpected lowering. It is not easy to add tests because other patterns will convert body ops, and it causes issues like invalid IRs.",2021-04-07 8:50:41,,missing,edge cases,crash,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1071f554dbd09f7e101324d366eec5f4fe5a3ece, Add missing validation to RaggedTensorToSparse. There needs to be a check that the splits allow for valid ragged tensors.,2021-07-29 21:27:51,,missing,edge cases,crash,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f6f62119587baf8ccb7378ceac86bacd2db2863d,Add missing validation in maxpooling_op.cc ,2021-05-05 19:09:09,,missing,edge cases,crash,add,if checker,tensor is not empty,zero element,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b86513673b98ac6c4458033fcda718365539afae,added check for zero stride values to strided slice ,2019-08-13 14:32:38,,missing,edge cases,crash,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4377a561b7757ed83757f07532e6564c42c286ba, Add a check for group size when sorting grouped AllReduces within a block.,2023-06-06 15:17:00,,missing,edge cases,crash,add,if checker,tensor is not empty,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/31bd5026304677faa8a0b77602c6154171b9aec1, Prevent check fail in FFT ,2021-05-04 20:46:54,,missing,edge cases,crash,add,if checker,tensor is not empty,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1c56f53be0b722ca657cbc7df461ed676c8642a2,Fix a check fail in Fast Fourier implementation ,2021-05-04 20:18:39,,missing,edge cases,crash,add,if checker,tensor is not empty,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/25bae42b3022b00788a29ae6c400922c31f88231, Add additional length check for inputs ,2018-11-27 21:46:06,,insufficient,edge cases,crash,extend,if checker,tensor is not empty,zero list,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e07e48b2e0908333a36f1c5726a9406a83b3ec90,Added a check on literal_.has_value() to avoid segfault. ,2021-03-15 16:04:19,,missing,edge cases,crash,add,if checker,object is not empty,empty object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cc560f64b6e3e6724517757e9789c52cde224ee9, Profiler: restore correct behavior of StartTracing with empty workers list. absl::StrSplit behaves differently from str_util::Split when the passed string is empty. Restore previous behavior by explicitly checking for an empty string.,2019-12-13 20:22:18,,missing,edge cases,crash,add,if checker,object is not empty,empty string object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/fe4f74018ec6a7dff2718ea59d0f317460c0b3ad, Temporarily check for empty proto fields to avoid a crash for old cached traces. We can remove this code once we land all the necessary changes and invalidate all the caches.,2023-01-04 15:08:26,,missing,edge cases,crash,add,if checker,object is not empty,empty proto object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c56d0cd8ce8239ee369fac1ae6b9cae67fd4c447," Avoid signed integer overflow when loading tensors with both 0 and large dims. `TensorShapeBase` ensures `num_elements` doesn't overflow when adding a new dimension. However, this check is insufficient to prevent other functions that use a different multiplication order from hitting an overflow _if any of the dimensions are 0_. For example, Eigen currently multiplies dimensions in reverse order, so dimensions of (0, 4294967296,4294967296) will trigger an overflow in Eigen code. To prevent overflow for all multiplication orders, we can that `num_elements` doesn't overflow if zero dimensions are skipped.",2022-09-29 15:48:46,,missing,edge cases,numerical error,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/80bb2f5511e7d2d386c79da52ff517691e19ac54," Add check condition for large values of range_max, which is causing session abort.",2022-05-24 11:40:36,,missing,edge cases,crash,add,if checker,tensor indice is valid,large indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/0666d8bb711b41c9f03dec238d7d165bc946fc70, Prevent crash of tensorflow if shape is too large for tf.sparse.reorder. This PR tries to address the issue raised in 45392 where tensorflow crashes if shape of sparse tensor is too large for tf.sparse.reorder. This PR adds additional checks and exit gracefully if the shape is too large.,2020-12-14 18:11:16,,missing,edge cases,crash,add,macro checker,tensor shape is valid,large shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e6390bc13471f28f211cab874cc49a123505dc3e, Update histogram_ops.py. Added the condition to check the negative value of nbins input,2022-01-28 18:22:05,,missing,edge cases,crash,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/43a8963c73718f97a4425722a65b611d2ef0b69f,Added non-negative check for n. ,2019-05-23 19:04:02,,missing,edge cases,segmentation fault,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4ea68093eeaf4c4157368668afd7f809b806a504,Add negative parameter validation to convolution layers. ,2021-04-23 14:38:51,,missing,edge cases,crash,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1223335a8d34a8ce656dbd10b2a236ef6204ff47,Add negative parameter validation for recurrent layers. ,2021-04-23 14:35:07,,missing,edge cases,crash,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/64afe2d199ec4513223bbf5176835bf681cf056b,Add negative parameter validation to Core Keras layers. ,2021-04-23 14:28:05,,missing,edge cases,crash,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/199f1ff12a28d571100b323ec54a5eee47078d8b, Add necessary check in fft ops to fix crash. This PR tries to address the issue raised in 55263 where tf.single.rfft2d will crash when length contains negative value.,2022-03-17 11:04:54,,missing,edge cases,crash,add,macro checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/685418cd85e09bc2117fa15bc1b6a75d21248348,maxpooling op should check that ksize must be positive. ,2023-03-30 1:25:19,,missing,edge cases,segmentation fault,add,macro checker,tensor indice is valid,negative indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/076f909b70b251daea6c443c9b1929b9745aed20,fix boolean expression in length check ,2023-03-06 10:36:43,,improper,edge cases,segmentation fault,update,macro checker,tensor indice is valid,negative indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/3acc8eaf602b3e9a009f54e1e0164644dd793831,Add sanity check for resize-bilinear input shape. ,2019-04-28 4:06:23,,missing,edge cases,crash,add,macro checker,tensor size is valid,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/fffbe5a26da2d6fab5a3eb648cefef49db4d38de," Check if the session has been deleted before releasing a callable. In some versions of Python, the Session._session field may be cleared (in `Session.__del__()`) before a callable that has a reference to that Session is deleted. Add a defensive check in the `Session._Callable.__del__()` method.",2018-04-12 18:22:37,,missing,edge cases,unknown,add,if checker,object is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/dcce6044dc05ed2e6cda601df5b300333859be4f,CLN: not check None ,2017-09-19 1:15:43,,improper,edge cases,crash,update,if checker,object is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9ce847ed140702d1dd4cb204a8afe0ffedb70b15," Remove a few check ops that no longer need to run in tf.Variable's constructor. VarHandleOp ensures there is no sharing. These aren't a huge part of startup time for replicated models, but there's still no reason to run them.",2020-10-02 19:04:32,,unnecessary,edge cases,incorrect functionality,remove,if checker,object is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ebeb598c2d1f341d6d641bf58c370cf7b43f6e37," Correctly check shape not None in Keras add_weight. When calling Keras add_weight with a np list, as written the `shape or ()` ""trick"" results in the following exception: """"""ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()"""""" This change fixes the problem by using an explicit `if`.",2019-03-01 20:31:59,,missing,edge cases,unknown,add,if checker,tensor is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c7c4a42c4372ca560ea415fe3a798e18286cedec,Fix an error in keras input_layer.Input() dtype type checking. ,2019-01-07 16:38:08,,improper,edge cases,crash,update,if checker,tensor is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bc7b64fe998cb0f118eace5bc29b52554eeda3f1, Added back the channel dimension check as a known channel dimension is required by creating beta.,2017-03-17 22:49:05,,missing,edge cases,crash,add,if checker,tensor dimension is valid,none dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a5b8d6c4694e4cd3e3cc4a162053ab0dfa6e174f,Relax the check for whether the relevant aggregation dimensions are known ahead of time.,2016-12-02 13:20:52,,insufficient,edge cases,inconsistent results,extend,if checker,tensor dimension is valid,none dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/0d65cfaab050295c311d9f2fb28388435359db27, Add an additional NoneType check when converting a traced tensor to a `KerasTensor`.,2020-10-12 14:00:39,,insufficient,edge cases,incorrect functionality,extend,if checker,tensor dimension is valid,none dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/31849c61e0432009baabdfafc2ec1a1aed1a40e8," Small change in tf.nn.sufficient_statistics to guard against unknown shapes. Use is_fully_defined instead of checking shape.dims[d] as the dims variable may be None, if the rank is unknown.",2019-03-22 15:14:52,,insufficient,edge cases,crash,extend,if checker,tensor dimension is valid,none dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/30bd9d5bcc64097d21872486a5726d756ed7067b, Explicitly handle Tensors in start & stop. The current check was doing a identity check in order to handle both tensors and integers. This becomes problematic when enabling tensor equality. Instead we explicitly check for Tensor type and only compare with sys.maxsize for non-Tensors.,2019-07-31 18:32:21,,insufficient,edge cases,unknown,extend,checker api,ensure tensor type is valid,tensor type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/fb1c4cd8283f262bca95ccd04df6f9eb4ae1da0c,Add None check for seq_len_mask before reshape.,2017-03-17 16:44:35,,missing,edge cases,crash,add,if checker,object is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a0ca4bcb81dfd07fdb1c7872b5852f84cfc1a081,Fix separable convolution bias check,2017-03-16 19:48:57,,improper,edge cases,crash,update,if checker,object is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1ff493ed1a2059f82f7607a7f0a0aa2ce8d5a542,Replace a defensive check with TF_RET_CHECK,2019-05-03 15:05:12,,improper,edge cases,crash,replace,macro checker,device is available,device status,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/201982013046116767545cda18137b38abb39468,toco: Fix missing check for buffer in ResizeBilinear.,2018-01-08 16:33:45,,missing,edge cases,crash,add,if checker,tensor is not empty,tensor buffer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c676a2d7ce8884aad59ca9cd5f45e9b851574cac, [tensorflow] Add a check that strided slice op strides argument has reasonable size,2022-09-30 14:21:09,,missing,edge cases,crash,add,if checker,tensor dimension is valid,large dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f61175812426009a4c96e51befb2951612990903,To add a check of input_dims greater than zero in embedding layers. ,2020-03-26 14:25:22,,missing,edge cases,crash,add,if checker,tensor dimension is valid,zero dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f2a673bd34f0d64b8e40a551ac78989d16daad09,Add missing validation to matrix_diag_op.cc,2021-07-30 22:12:41,,missing,edge cases,crash,add,macro checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a0dc73569fc193c1ce26a7bd2d4a8776e7b813ac,add check for empty cs_prev_tensor,2023-03-22 1:07:32,,missing,edge cases,crash,add,macro checker,tensor dimension is valid,zero dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/48d3e51a1bd128554dd129251a51b6e12918a604,Add a check to HandleFromInput to ensure that the resource isn't empty. ,2023-02-16 17:56:06,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/258233804f2bc92b4bdb9714b396aed34b53ff0d, sanity check of empty tensor on avgpool3d_grad,2022-11-10 12:37:36,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/532f5c5a547126c634fefd43bbad1dc6417678ac,Prevent nullptr deref in validation of indexes in map ops. ,2021-07-30 1:54:59,,improper,edge cases,crash,update,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/102cacf28ad5a9e7f00b5a195d1995ead8870006,Add missing validation to maxpooling_op.cc,2021-07-30 1:31:35,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a3d9f9be9ac2296615644061b40cefcee341dcc4, Add missing validation to pooling_ops_3d ,2021-05-05 18:24:00,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/27bd8aaa7b58d2591fed43a6c245f3037664cfb1,Fix another Eigen missing validation ,2021-05-03 23:40:32,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ab0a5278d81ef34096775d5d56f11694cca2a785," Fix tf.assert_equal issue when one tenor is empty and another is non-empty. This fix tries to address the issue raised in 32082 where tf.assert_equal([], [1.0]) doesn't raise error. The reason was that in assert_equal `[1.0]` was broadcasted as `[]` and equal was in place in that situation. This PR updates the _binary_asesert so that it will check if x, y are both empty or both non-empty. If one is empty and another is non-empty, then assertion throws exception. This change is to not impact other ops that depends on the broadcast behavior.",2019-10-05 3:18:42,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/dedac5053f1ca2d6a7820e330714e50d2d724cee, Fix edge case bug in handling FP16 weights in XNNPACK delegate. Quasi-static tensors may become subgraph outputs after partitioning; we need to explicitly exclude them from outputs and treat as static tensors.,2020-05-28 0:45:36,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ce589223a5fa78cb12efaf1efd1d8d0e5507bd08, Update nn_ops.py. Added check for pooling_ratio,2020-08-13 12:04:20,,missing,edge cases,incorrect functionality,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/63feaf321165e1e2795f43e3834c007364921df6,Add check for raster bits.,2023-09-29 7:53:21,,missing,edge cases,crash,add,if checker,tensor indice is valid,negative indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e5b0eec199c2d03de54fd6a7fd9275692218e2bc, [lite] Add validation check for dilation height/width to be positive integers.,2021-12-14 20:13:47,,missing,edge cases,segmentation fault,add,macro checker,tensor indice is valid,negative indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5cedb0427bd4db4117182da8bc0680dd555b4f49,Add checks for dilation_rate. ,2018-09-26 13:37:15,,missing,edge cases,segmentation fault,add,macro checker,tensor indice is valid,indice with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/55aec0a33011773240f6696393952c984ca8de16, Add explicit not-None checks for the height and width in `resize_images()`. This was previously raising a `FutureWarning` when the height and/or width were dynamic.,2016-03-08 20:20:28,,insufficient,edge cases,crash,extend,if checker,tensor dimension is valid,none dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ab60b0ee51a8924a0f02b0152cd6a78ba64d3e94," [tfg] Fix named-attribute token check. Since the name tokens are being indexed directly, we should check that list of tokens is not empty to prevent an out-of-bounds error.",2023-02-22 14:57:10,,missing,out of bound access,crash,add,macro checker,object is not empty,string object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/08370e76523d5bece9ab28e7a9a902932e9a2cb9," Fix small issues with DispatchToVectorized. - Changes the base case of template recursion from VecSize=0 to   VecSize=1, because VecSize=0 will never be reached. - Adds handling of `alignment_of(zero/nullptr)`, which should be treated   as infinitely aligned. - Adds checks for preconditions.",2022-04-20 8:55:36,,missing,edge cases,crash,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c6899c721f3a4b4f2e71ae4e6d1767341112ff93,bug fix when iterators stops at multiple of batch_size ,2016-10-06 19:38:54,,missing,edge cases,unknown,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/66e0cb1d9afd251931f4f920c5d7bd638bc882b4, validate clip_norm argument in clip_by_norm API. The API clip_by_norm have argument clip_norm which accepts  0-D (scalar) `Tensor` > 0 . But if we pass -ve value for this argument then its not raising intended error and converting the input tensor into Negative which IMO is wrong. Hence I am adding validation code for -ve values to raise value error.,2023-07-11 5:43:29,,missing,edge cases,incorrect functionality,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d5862d423742ec26c46737d4526eca3b8b8a0d9b, [TFLite] Add check in Softmax reference function to ensure exponent is within valid range. * Add check to ensure the exponent does not cause an overflow in gemmlowp::RoundingDivideByPOT,2024-01-26 9:54:39,,missing,edge cases,numerical error,add,macro checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/81ff894c113a5912ba52078ac27e36d06831112e,"[XLA] Add bounds checks to xla::Array::Slice. To guard against specifying limits that are out of bounds, which ends up touching OOB data.",2023-11-01 7:43:01,,missing,tensor shape mismatch,crash,add,macro checker,axis parameter matches tensor dimension,array property,,,
